日期,类型,金额,分类,备注
2019-09-19 17:31:01,收入,307.35,二手转卖,
2019-09-08 03:16:00,收入,21.19,二手转卖,
2019-05-10 19:38:18,收入,324.24,退税退费,
2019-10-24 03:32:39,收入,6596.00,工资,
2019-05-09 02:13:25,支出,360.07,饮料,
2019-07-06 11:35:38,支出,92.45,爱人,
2019-10-07 07:41:56,支出,529.44,学习,
2019-02-14 07:15:00,支出,520.78,停车,
2019-10-07 09:30:34,收入,186.77,公积金,
2019-04-12 03:11:45,支出,711.74,娱乐,
2019-05-15 05:51:55,收入,41.97,退税退费,
2019-05-07 16:37:21,收入,48.02,社会保障,
2019-02-12 14:12:40,支出,187.56,物业,
2019-12-02 07:02:37,收入,301.88,兼职,
2019-07-05 14:45:01,收入,285.96,工作,
2019-02-01 00:21:40,收入,35.64,奖金,
2019-12-27 20:49:35,收入,325.49,红包,
2019-08-24 20:08:45,收入,427.41,社会保障,
2019-11-09 01:09:07,支出,352.78,旅行,
2019-12-04 22:18:07,支出,411.36,社保,
2019-11-17 22:36:02,收入,360.91,理财,
2019-04-14 03:52:33,收入,19.94,报销,
2019-01-05 03:59:04,收入,370.62,利息,
2019-03-11 23:35:08,收入,358.80,理财,
2019-05-12 23:33:05,支出,727.35,娱乐,
2019-02-05 19:59:08,收入,462.98,工资,
2019-05-23 03:58:17,支出,287.02,水电,年度审计
2019-08-24 19:57:06,收入,288.07,报销,
2019-07-09 21:13:27,支出,363.44,快递,
2019-04-02 08:30:36,收入,67.41,理财,
2019-03-08 15:06:17,支出,406.70,外卖,
2019-01-01 11:45:25,收入,18.98,红包,
2019-02-04 14:16:24,支出,315.58,日用品,
2019-03-27 23:58:17,收入,6660.00,工资,
2019-02-17 05:37:04,支出,256.35,居家,
2019-03-14 23:52:22,收入,232.04,工资,年度预算表
2019-05-15 14:32:26,收入,360.37,奖金,
2019-01-24 01:13:40,支出,656.00,水果,
2019-09-14 05:43:28,支出,387.02,游戏,
2019-03-03 12:10:54,支出,441.26,零食,爱人礼物
2019-07-15 12:59:04,支出,676.10,数码,
2019-05-22 19:59:10,收入,392.61,兼职,
2019-09-04 00:55:11,支出,325.68,彩票,
2019-05-09 16:52:19,收入,455.45,奖金,
2019-02-24 22:02:39,支出,168.97,汽车,
2019-07-03 00:58:14,收入,214.54,退税退费,
2019-04-17 22:40:25,收入,363.17,股票,
2019-01-25 00:23:41,支出,13.85,旅行,
2019-09-09 08:01:45,收入,30.00,报销,
2019-03-06 22:53:59,收入,63.30,社会保障,
2019-07-26 18:52:41,支出,250.70,汽车,
2019-07-10 04:03:03,收入,64.29,工作,
2019-11-10 00:33:49,支出,307.98,家庭,
2019-11-14 03:02:47,支出,54.61,通讯,
2019-04-07 10:21:12,收入,295.68,利息,物业费
2019-12-06 16:30:20,支出,110.83,纳税,
2019-12-06 15:26:37,支出,750.23,家庭,
2019-08-05 15:30:56,支出,324.85,停车,
2019-01-19 08:21:37,支出,504.53,家庭,
2019-09-18 18:25:33,支出,223.78,社保,
2019-09-19 11:05:58,收入,131.13,公积金,
2019-12-22 06:47:57,收入,158.31,工作,年度目标
2019-05-08 00:07:19,收入,376.94,工作,
2019-01-14 10:29:30,支出,366.16,烟酒,
2019-03-02 00:15:03,支出,62.20,宠物,
2019-07-27 01:24:53,收入,386.21,礼金,
2019-08-26 06:33:59,收入,195.93,工作,
2019-04-26 19:44:21,支出,394.63,交通,
2019-04-18 09:58:58,收入,465.73,红包,
2019-02-19 21:24:50,支出,365.55,烟酒,
2019-05-20 15:48:08,收入,173.30,红包,
2019-10-13 20:36:50,收入,344.99,公积金,
2019-05-22 02:39:04,支出,518.68,装修,年度结算
2019-05-24 07:45:49,支出,559.05,彩票,
2019-10-27 23:05:46,支出,246.97,居家,
2019-07-19 15:21:27,收入,79.74,公积金,地铁通勤
2019-06-28 04:16:48,收入,224.93,退税退费,
2019-03-09 10:28:10,收入,15.99,公积金,
2019-07-02 18:07:49,支出,191.91,地铁,
2019-10-16 10:06:36,收入,217.44,兼职,
2019-12-11 14:28:37,收入,110.78,奖金,
2019-04-16 02:05:33,收入,17.38,股票,
2019-05-07 07:29:39,收入,421.89,兼职,
2019-01-10 00:42:57,支出,36.16,快递,
2019-09-23 13:33:00,收入,237.84,兼职,
2019-12-13 20:09:11,支出,407.37,外卖,
2019-03-21 06:52:41,支出,646.40,家庭,
2019-07-23 16:28:20,收入,386.17,报销,
2019-07-11 11:27:24,收入,77.63,退税退费,
2019-11-24 14:59:45,支出,642.75,维修,
2019-08-27 21:59:56,支出,148.81,家庭,
2019-06-07 07:33:27,支出,211.94,彩票,
2019-09-13 09:14:46,收入,232.80,奖金,
2019-12-28 04:52:58,支出,656.17,快递,
2019-06-25 00:37:40,支出,125.46,饮料,
2019-06-12 11:00:54,收入,244.17,公积金,
2019-07-15 20:09:01,收入,412.35,理财,
2019-01-09 20:32:43,支出,728.88,购物,
2019-07-09 05:35:27,支出,426.06,交通,
2019-09-28 11:27:48,支出,41.88,娱乐,
2019-07-08 13:10:21,支出,98.36,零食,午餐
2019-08-06 10:03:05,收入,436.42,工作,
2019-01-10 18:02:29,收入,156.44,利息,
2019-05-05 04:08:10,支出,517.89,宠物,
2019-08-03 19:48:42,收入,159.17,社会保障,
2019-01-28 16:26:12,支出,94.96,装修,社交聚会
2019-07-22 19:40:50,收入,436.45,兼职,
2019-05-08 03:02:10,支出,643.94,物业,
2019-10-17 13:11:48,支出,731.44,打车,
2019-04-28 13:26:28,收入,189.98,礼金,
2019-01-24 04:09:42,支出,579.90,饮料,
2019-10-27 09:20:55,收入,181.81,兼职,
2019-12-26 05:48:17,支出,44.70,购物,
2019-01-25 07:45:59,收入,440.86,礼金,
2019-07-24 05:31:06,支出,315.74,家庭,
2019-08-27 16:00:11,支出,230.35,运动,
2019-10-10 05:33:26,收入,435.31,利息,
2019-03-14 19:37:51,收入,418.12,工作,社交聚会
2019-06-16 15:42:25,收入,345.25,工作,
2019-06-16 03:43:28,支出,322.81,烟酒,
2019-10-13 03:39:37,收入,354.81,社会保障,
2019-01-17 16:06:26,收入,300.24,二手转卖,
2019-06-04 20:23:35,收入,146.92,红包,晚餐
2019-05-26 20:49:26,支出,382.54,母婴,
2019-01-12 10:13:35,支出,94.83,餐饮,
2019-12-03 00:42:55,收入,104.33,理财,
2019-01-01 20:47:14,收入,55.55,公积金,
2019-03-21 15:01:31,支出,329.52,零食,年度总结报告
2019-09-21 10:12:11,支出,61.13,服装,
2019-02-02 20:34:36,支出,184.38,宠物,
2019-03-25 06:02:38,支出,232.55,水果,
2019-07-05 12:40:10,支出,310.07,彩票,
2019-04-26 22:09:09,支出,715.04,交通,
2019-07-02 23:58:03,收入,404.68,公积金,
2019-05-21 13:29:39,支出,681.88,教育,
2019-07-19 06:57:41,收入,161.06,社会保障,
2019-02-08 22:46:10,收入,382.00,工资,
2019-07-01 20:01:12,收入,388.25,退税退费,
2019-05-14 06:00:59,支出,773.26,汽车,
2019-03-07 11:36:52,收入,366.81,公积金,年度目标
2019-08-16 14:31:00,支出,14.47,退款,
2019-01-23 06:11:47,支出,40.78,旅行,
2019-03-10 18:00:24,收入,207.49,社会保障,
2019-01-17 18:43:48,支出,551.85,物业,
2019-09-19 03:41:11,收入,160.50,股票,
2019-01-27 20:57:25,收入,278.55,红包,
2019-08-06 19:36:32,收入,458.62,社会保障,
2019-02-20 08:53:06,支出,190.78,打车,
2019-02-13 12:32:28,收入,433.13,报销,
2019-04-25 11:45:40,收入,86.02,股票,
2019-10-11 12:45:30,支出,392.87,日用品,
2019-07-04 01:39:38,收入,377.87,退税退费,早餐
2019-08-12 06:04:58,支出,230.52,快递,
2019-04-10 21:35:01,支出,270.94,汽车,
2019-12-04 11:19:50,收入,120.17,利息,
2019-03-28 23:17:09,收入,426.40,报销,
2019-07-13 07:34:16,支出,757.88,母婴,
2019-10-15 08:14:46,支出,596.86,宠物,
2019-09-13 08:46:12,支出,109.06,烟酒,
2019-10-11 20:47:38,收入,113.31,工资,
2019-03-16 13:34:21,支出,498.35,汽车,
2019-03-05 06:24:01,支出,78.66,书,
2019-02-03 15:46:24,支出,707.96,打车,
2019-12-20 22:50:59,收入,223.78,理财,
2019-12-24 17:55:42,收入,97.81,工资,
2019-03-08 11:55:32,收入,135.73,奖金,彩票投注
2019-03-13 02:16:28,收入,407.21,公积金,打车出行
2019-01-01 20:30:32,支出,713.17,旅行,
2019-11-09 14:57:58,收入,366.36,兼职,
2019-03-21 08:04:26,收入,354.80,工作,
2019-11-17 17:16:10,收入,482.41,利息,
2019-11-17 16:33:02,收入,192.08,二手转卖,
2019-06-08 10:31:56,支出,148.44,通讯,
2019-01-11 22:20:29,支出,301.62,学习,
2019-08-17 08:30:55,支出,218.39,外卖,
2019-02-21 04:40:51,收入,422.25,工作,
2019-03-28 19:43:30,收入,109.56,工作,
2019-04-14 14:31:48,收入,342.73,礼金,
2019-08-22 15:20:40,支出,439.16,维修,
2019-05-11 17:43:30,收入,419.81,理财,
2019-03-28 04:16:11,支出,418.99,纳税,
2019-08-16 12:13:22,支出,720.76,水电,
2019-02-13 15:52:05,收入,320.20,理财,
2019-05-07 15:44:40,支出,57.24,美容,
2019-05-23 04:19:27,支出,10.90,书,
2019-07-13 05:51:58,支出,648.98,交通,
2019-11-01 21:15:57,收入,179.48,礼金,
2019-09-03 22:38:53,支出,402.79,水电,工作补贴
2019-06-14 21:08:47,收入,245.47,二手转卖,
2019-09-11 07:57:36,支出,73.01,彩票,
2019-02-13 02:45:00,支出,477.88,地铁,
2019-06-10 16:33:19,收入,321.15,奖金,
2019-12-15 17:30:36,收入,314.77,兼职,
2019-10-11 23:53:51,支出,48.11,旅行,
2019-08-16 22:39:24,收入,86.69,礼金,
2019-03-24 18:20:58,支出,412.82,医疗,
2019-04-21 17:36:37,支出,15.90,饮料,
2019-04-10 00:53:00,支出,193.96,社交,年度清算表
2019-04-03 15:12:52,支出,625.31,烟酒,
2019-12-09 15:44:02,收入,337.28,利息,交通费
2019-02-05 00:34:52,支出,265.59,物业,
2019-01-08 04:07:42,支出,396.92,烟酒,
2019-08-18 03:30:55,收入,311.97,工资,
2019-04-28 17:30:43,收入,427.75,礼金,
2019-04-02 15:07:30,支出,279.67,游戏,
2019-04-28 13:19:54,支出,86.30,彩票,
2019-12-07 11:05:52,支出,130.76,书,
2019-07-01 22:03:21,支出,313.20,母婴,
2019-12-27 01:10:39,支出,645.80,社交,年度预算
2019-02-06 12:06:25,收入,120.60,利息,
2019-10-08 13:42:14,收入,255.01,理财,
2019-01-07 03:01:42,支出,665.27,居家,
2019-03-16 12:25:27,支出,789.69,纳税,彩票投注
2019-04-22 18:54:22,收入,6552.00,工资,
2019-08-11 21:36:00,支出,539.55,水电,
2019-06-06 08:14:08,收入,162.42,二手转卖,
2019-04-17 20:21:34,收入,187.48,工资,
2019-02-26 00:29:21,支出,39.71,日用品,
2019-12-01 07:24:33,收入,428.34,股票,
2019-11-28 09:59:14,支出,497.31,爱人,
2019-06-28 08:27:00,收入,343.12,兼职,年度结算表
2019-04-11 11:58:33,支出,267.12,饮料,
2019-04-13 05:18:06,收入,367.30,利息,
2019-10-15 10:08:37,收入,337.55,工资,
2019-12-20 10:37:54,收入,172.33,工资,
2019-02-05 08:43:29,支出,638.90,运动,
2019-02-10 04:03:48,支出,304.92,数码,
2019-06-27 16:46:58,支出,107.94,美容,捐赠公益
2019-10-15 13:51:34,收入,55.34,报销,交通补贴
2019-04-09 18:27:38,收入,125.85,红包,装修进度
2019-03-12 13:47:42,支出,79.71,家庭,
2019-08-27 09:22:50,收入,309.37,工作,
2019-06-25 14:28:57,支出,153.12,汽车,
2019-04-08 01:47:33,支出,182.56,游戏,
2019-05-16 17:47:19,支出,123.34,交通,
2019-03-20 20:05:25,支出,553.45,旅行,
2019-09-28 13:44:15,收入,12.40,利息,
2019-10-15 21:22:12,收入,81.90,工作,
2019-02-18 03:32:32,支出,41.70,交通,
2019-01-23 14:01:05,收入,32.63,报销,
2019-09-11 22:52:45,收入,475.11,利息,
2019-11-11 15:10:32,收入,399.38,二手转卖,
2019-05-10 23:55:35,收入,321.05,报销,
2019-07-12 03:39:58,收入,6545.00,工资,
2019-04-16 14:36:17,收入,431.34,理财,
2019-08-05 05:49:23,收入,387.04,礼金,
2019-12-10 23:10:22,支出,474.64,饮料,
2019-06-28 02:10:52,收入,230.50,兼职,
2019-01-23 04:19:17,收入,89.81,二手转卖,
2019-11-25 04:49:03,支出,700.63,汽车,
2019-08-17 13:13:58,支出,672.20,家庭,
2019-01-20 02:50:28,收入,137.22,工作,
2019-06-02 07:26:45,支出,510.45,水果,
2019-08-14 01:59:21,支出,160.88,住房,
2019-09-27 17:46:59,收入,411.85,礼金,
2019-07-26 19:07:52,支出,235.13,零食,地铁通勤
2019-05-21 12:50:24,支出,325.20,医疗,
2019-01-16 20:20:34,收入,137.20,利息,
2019-09-27 16:07:25,支出,573.84,水电,投资理财
2019-06-23 07:38:11,收入,135.47,社会保障,年度总结报告
2019-07-03 12:33:04,收入,441.59,股票,
2019-06-10 00:28:00,支出,401.04,医疗,
2019-07-21 12:41:42,收入,457.38,公积金,
2019-02-16 16:51:45,支出,268.90,游戏,
2019-04-14 04:03:05,支出,757.69,快递,
2019-11-17 12:14:27,收入,269.05,理财,
2019-04-20 20:23:48,收入,195.23,利息,
2019-07-06 14:06:47,收入,379.14,理财,
2019-01-25 19:58:20,支出,289.62,停车,
2019-10-24 19:24:43,收入,284.26,工作,
2019-05-16 06:05:05,收入,291.91,二手转卖,
2019-11-03 01:19:45,收入,353.44,工资,
2019-01-15 03:10:39,收入,152.08,理财,
2019-02-23 15:07:14,收入,6685.00,工资,
2019-05-08 21:27:07,支出,40.36,通讯,
2019-10-15 21:56:25,支出,121.85,医疗,
2019-11-19 14:07:32,收入,103.66,二手转卖,
2019-05-26 05:29:26,支出,47.35,母婴,
2019-01-27 05:35:03,收入,378.65,兼职,
2019-01-21 19:08:31,支出,594.37,数码,
2019-02-12 05:22:18,收入,172.65,退税退费,
2019-02-03 14:21:26,支出,618.13,汽车,
2019-03-06 20:00:42,支出,363.03,医疗,
2019-07-20 11:21:55,收入,228.60,工作,
2019-05-01 17:14:26,收入,57.82,礼金,
2019-05-19 12:55:47,收入,263.81,工资,
2019-07-19 16:28:08,收入,462.93,利息,
2019-12-03 09:04:30,支出,707.84,通讯,
2019-05-26 03:17:56,支出,394.25,捐赠,
2019-04-15 00:42:34,收入,304.55,利息,
2019-10-04 04:56:42,收入,495.51,利息,
2019-01-20 21:37:57,收入,451.77,礼金,
2019-11-21 01:28:01,收入,253.48,利息,
2019-02-14 22:25:12,收入,482.19,二手转卖,
2019-06-09 02:07:17,支出,671.25,饮料,
2019-02-20 18:32:55,收入,333.04,工资,
2019-09-06 21:29:05,支出,684.09,退款,
2019-02-24 08:05:54,支出,791.19,购物,
2019-09-05 13:54:40,支出,107.54,餐饮,
2019-07-01 05:25:49,收入,262.14,报销,
2019-10-01 02:50:08,支出,212.17,水电,
2019-07-07 08:09:43,支出,332.06,书,
2019-06-11 03:35:34,收入,277.58,利息,
2019-08-13 10:07:18,收入,6670.00,工资,
2019-04-03 16:27:05,收入,11.31,报销,
2019-12-23 07:43:19,收入,52.49,理财,
2019-06-20 12:38:53,支出,196.11,装修,
2019-11-13 09:36:40,支出,137.17,装修,年度审计表
2019-07-16 21:30:29,支出,392.05,家庭,
2019-07-18 13:15:29,收入,393.58,利息,
2019-05-05 10:08:50,支出,742.69,运动,
2019-12-11 01:09:37,收入,477.20,公积金,
2019-09-05 14:04:08,收入,106.83,二手转卖,
2019-11-02 21:21:57,收入,179.14,股票,
2019-05-09 12:51:03,支出,739.86,捐赠,
2019-04-06 14:37:44,支出,337.89,水电,
2019-08-25 17:59:53,收入,303.32,股票,
2019-04-06 19:04:24,收入,186.93,理财,
2019-07-09 04:16:11,收入,109.98,兼职,年度清算
2019-10-27 02:07:31,收入,220.74,利息,
2019-04-25 04:01:08,收入,303.96,工作,
2019-02-24 17:26:19,支出,341.99,维修,
2019-06-13 14:25:09,收入,337.57,公积金,
2019-12-17 10:52:01,支出,693.78,居家,
2019-01-04 01:58:20,收入,410.28,兼职,
2019-04-10 16:39:22,收入,226.47,股票,装修进度
2019-01-07 06:42:45,收入,194.09,退税退费,
2019-04-12 08:23:18,收入,311.02,理财,
2019-08-16 04:06:38,收入,425.41,股票,
2019-12-25 11:30:08,收入,343.42,二手转卖,
2019-01-01 11:30:01,支出,256.67,运动,
2019-09-25 09:23:57,收入,29.69,理财,教育支出
2019-04-01 18:59:02,支出,762.03,零食,
2019-11-25 05:19:41,支出,655.88,零食,
2019-01-17 08:39:00,支出,229.74,彩票,
2019-11-02 22:21:50,收入,358.11,股票,
2019-12-23 03:54:09,收入,108.31,股票,
2019-12-13 18:56:52,支出,139.92,外卖,
2019-06-21 11:15:19,支出,747.08,母婴,
2019-04-26 22:22:25,支出,382.14,汽车,
2019-01-23 09:46:06,支出,427.71,饮料,
2019-03-02 09:47:16,收入,389.33,二手转卖,
2019-02-11 21:20:38,支出,634.22,零食,
2019-01-20 07:38:56,支出,53.98,零食,
2019-08-14 06:44:40,收入,484.24,退税退费,
2019-12-26 14:50:14,收入,373.89,二手转卖,
2019-03-15 19:27:02,支出,512.13,停车,年度结余
2019-04-24 17:54:09,支出,531.88,运动,
2019-09-25 08:24:06,支出,155.16,美容,
2019-04-01 23:27:22,支出,585.36,纳税,公积金到账
2019-04-04 01:34:59,收入,81.91,社会保障,
2019-10-07 10:13:06,支出,608.25,餐饮,游戏充值
2019-01-08 04:27:37,支出,762.63,学习,
2019-09-23 10:42:08,收入,133.04,工资,
2019-03-25 22:24:40,收入,216.07,报销,
2019-08-12 12:10:38,支出,395.37,地铁,
2019-07-08 04:49:49,收入,264.81,公积金,
2019-05-19 02:51:29,收入,234.65,二手转卖,
2019-11-06 10:21:26,收入,280.32,礼金,
2019-06-02 13:06:24,支出,181.10,书,
2019-05-17 16:25:52,支出,326.78,教育,
2019-11-08 09:07:04,支出,260.44,零食,
2019-07-26 03:29:18,收入,452.75,奖金,
2019-04-16 07:58:14,支出,524.87,书,
2019-03-15 10:18:00,收入,346.09,红包,
2019-09-14 20:44:59,收入,311.50,工作,
2019-08-27 09:29:51,收入,120.15,股票,物业费
2019-01-05 00:20:42,收入,70.89,报销,
2019-05-05 06:23:25,收入,177.12,利息,
2019-04-14 00:25:21,收入,72.47,股票,
2019-09-06 08:42:27,支出,629.82,母婴,
2019-07-14 17:48:45,支出,795.15,彩票,
2019-07-11 15:42:06,收入,305.27,工作,
2019-06-28 02:32:27,支出,62.96,娱乐,
2019-03-13 11:56:04,收入,494.63,股票,
2019-11-01 10:04:50,收入,470.38,礼金,
2019-11-01 09:11:01,收入,490.03,奖金,
2019-10-12 14:02:01,支出,335.40,快递,
2019-09-12 13:14:36,收入,268.63,社会保障,
2019-12-02 16:52:13,支出,74.63,停车,
2019-03-28 00:12:56,支出,348.40,医疗,
2019-02-18 06:07:04,收入,50.94,理财,
2019-05-15 09:34:35,支出,200.27,快递,
2019-04-04 16:15:22,收入,152.73,公积金,
2019-01-23 16:01:06,支出,97.52,纳税,
2019-03-14 14:06:20,收入,197.15,股票,
2019-11-15 09:25:51,支出,345.60,快递,
2019-08-19 05:21:46,收入,235.99,公积金,
2019-07-10 07:32:21,支出,562.07,打车,
2019-09-22 15:47:23,收入,360.41,工资,
2019-06-23 22:39:24,支出,269.04,运动,
2019-04-08 19:33:52,支出,566.25,餐饮,
2019-03-09 01:52:28,收入,38.07,二手转卖,
2019-01-17 14:42:23,收入,6657.00,工资,
2019-06-15 09:42:45,支出,434.94,餐饮,
2019-03-27 22:09:52,收入,453.50,红包,年度核算表
2019-02-02 16:18:43,收入,332.06,奖金,
2019-08-09 06:16:37,收入,419.71,二手转卖,
2019-08-18 05:54:20,收入,435.97,红包,
2019-11-26 08:59:25,收入,253.87,兼职,
2019-05-13 00:39:46,支出,33.83,社保,
2019-03-21 11:24:31,支出,346.27,服装,
2019-04-13 11:09:11,支出,52.97,物业,
2019-12-05 12:35:33,收入,287.55,奖金,
2019-08-03 14:54:52,收入,255.65,股票,加班补贴
2019-07-19 20:22:41,收入,103.33,利息,
2019-09-14 07:14:57,收入,436.60,退税退费,
2019-10-16 05:47:39,支出,756.52,退款,
2019-03-25 04:48:28,收入,75.26,红包,
2019-09-22 05:22:14,支出,384.00,装修,
2019-11-15 17:03:34,收入,387.57,工作,
2019-10-26 13:58:09,支出,210.08,退款,游戏充值
2019-09-07 03:31:41,支出,392.94,运动,
2019-06-14 02:04:56,支出,320.88,外卖,
2019-06-16 13:37:27,支出,134.30,医疗,
2019-08-02 07:06:16,支出,454.37,运动,
2019-05-09 00:33:12,收入,375.78,二手转卖,
2019-01-16 12:55:58,收入,36.63,理财,年度报告
2019-10-02 11:38:25,支出,563.81,地铁,年度审计
2019-06-28 08:46:33,支出,529.24,烟酒,
2019-11-15 20:10:56,支出,757.89,通讯,
2019-07-25 16:39:25,收入,464.99,利息,
2019-07-07 12:40:05,支出,469.96,运动,购物优惠
2019-04-07 07:34:12,收入,6645.00,工资,公积金到账
2019-08-14 15:32:42,收入,400.35,利息,
2019-12-01 19:10:41,支出,131.65,服装,
2019-12-16 11:09:03,支出,95.71,教育,
2019-10-06 15:06:45,支出,287.82,交通,
2019-02-24 07:28:27,支出,623.11,家庭,
2019-02-25 22:31:50,支出,641.76,饮料,
2019-10-04 20:25:57,收入,61.42,工资,
2019-09-14 19:56:08,支出,116.48,退款,
2019-11-06 15:40:14,收入,229.81,利息,
2019-08-18 17:44:23,支出,24.48,汽车,年度账单表
2019-04-21 08:04:47,收入,213.68,礼金,
2019-09-07 16:32:21,收入,159.77,社会保障,
2019-10-17 19:52:55,收入,259.31,公积金,
2019-09-26 12:25:33,支出,649.17,水电,
2019-03-04 12:31:42,收入,305.99,理财,
2019-04-08 10:53:08,收入,459.45,二手转卖,
2019-02-21 21:15:57,支出,563.95,地铁,
2019-01-13 04:19:51,支出,53.33,维修,旅游计划
2019-05-27 06:48:46,收入,82.73,股票,
2019-10-14 06:46:28,支出,271.95,教育,
2019-07-15 21:28:09,支出,150.90,停车,
2019-03-20 21:45:52,支出,761.22,宠物,
2019-01-07 13:57:57,支出,416.88,彩票,居家用品
2019-02-10 12:02:49,收入,434.99,股票,
2019-09-14 06:50:37,支出,202.05,烟酒,教育支出
2019-09-27 02:27:30,收入,276.53,红包,
2019-11-13 12:52:10,收入,415.81,工资,
2019-11-03 12:04:45,收入,165.28,兼职,
2019-04-24 17:47:51,支出,598.14,打车,
2019-01-26 20:08:41,支出,349.87,书,
2019-01-21 05:10:27,收入,10.67,红包,
2019-04-19 18:47:34,收入,279.26,红包,
2019-04-23 09:35:34,支出,142.26,母婴,年度计划
2019-01-05 10:41:04,收入,65.60,报销,
2019-11-16 09:31:09,收入,143.55,兼职,
2019-12-08 00:56:45,支出,342.44,纳税,
2019-03-06 08:07:50,收入,54.26,公积金,
2019-02-24 11:22:23,支出,259.84,打车,
2019-12-19 12:12:32,收入,23.93,工作,
2019-11-09 07:05:26,支出,32.52,纳税,
2019-07-18 17:01:10,支出,288.53,美容,
2019-07-13 19:33:10,收入,119.01,红包,
2019-04-07 03:31:39,收入,441.61,奖金,年度考核表
2019-03-18 14:39:36,支出,445.83,水电,
2019-11-23 16:45:09,收入,361.51,工资,
2019-05-13 12:27:50,收入,302.61,报销,
2019-09-28 18:14:23,支出,542.42,住房,
2019-06-20 10:05:29,收入,154.56,理财,
2019-05-25 14:32:33,支出,795.57,饮料,
2019-12-23 21:53:13,支出,691.51,社交,
2019-04-03 17:05:12,收入,207.78,理财,
2019-08-20 07:02:21,支出,350.04,运动,
2019-08-27 17:33:57,收入,424.31,二手转卖,
2019-06-14 05:45:52,收入,73.04,奖金,
2019-02-15 15:20:38,收入,479.76,股票,
2019-04-15 16:14:36,收入,38.46,奖金,
2019-01-17 03:12:49,收入,365.03,奖金,
2019-03-27 02:26:16,收入,181.09,社会保障,
2019-06-26 00:39:36,支出,106.40,纳税,午餐
2019-11-19 08:22:57,收入,6660.00,工资,
2019-04-09 17:17:25,支出,582.31,烟酒,
2019-07-27 07:11:17,收入,465.99,公积金,
2019-04-02 01:30:16,支出,765.42,纳税,
2019-05-17 13:04:54,支出,464.10,爱人,
2019-04-21 03:17:59,支出,45.41,装修,
2019-11-06 08:51:20,收入,259.18,礼金,
2019-08-18 14:40:59,支出,513.21,娱乐,
2019-12-06 04:17:53,支出,685.11,水果,水电费
2019-05-04 15:05:21,收入,480.85,公积金,
2019-11-26 21:24:02,收入,168.59,理财,
2019-02-11 01:25:42,收入,494.73,退税退费,
2019-05-19 14:23:00,支出,341.24,退款,
2019-03-03 07:40:32,支出,504.14,运动,
2019-03-18 21:54:57,支出,226.39,居家,
2019-10-23 03:30:58,收入,72.72,工作,
2019-06-10 05:34:47,支出,10.53,美容,
2019-03-22 11:48:33,支出,372.20,地铁,
2019-06-02 14:39:31,收入,435.28,理财,
2019-12-28 12:10:50,支出,60.32,纳税,
2019-07-14 08:37:41,支出,610.78,购物,
2019-08-19 11:13:45,支出,707.52,捐赠,
2019-10-07 19:49:18,支出,149.43,通讯,
2019-06-19 23:15:02,支出,494.50,水果,
2019-02-21 20:40:22,支出,131.86,运动,
2019-05-22 11:21:16,支出,693.57,捐赠,
2019-11-22 00:41:08,收入,243.54,礼金,
2019-11-21 07:57:32,收入,136.11,兼职,
2019-03-05 04:46:27,支出,93.59,游戏,
2019-08-10 05:47:02,支出,530.41,纳税,
2019-03-07 03:08:30,收入,6592.00,工资,
2019-10-16 05:39:05,支出,323.39,游戏,
2019-08-09 22:29:22,支出,565.88,社交,
2019-02-13 07:37:39,支出,127.93,饮料,书籍购买
2019-10-05 14:10:50,支出,358.56,学习,
2019-04-19 14:58:06,支出,441.68,购物,
2019-06-20 15:21:39,收入,467.29,二手转卖,年度报告
2019-08-17 12:05:06,收入,224.31,社会保障,
2019-09-01 01:40:01,收入,451.09,兼职,
2020-07-23 02:38:28,收入,6944.00,工资,
2020-07-21 07:20:29,支出,128.90,宠物,
2020-09-23 00:39:25,支出,297.34,零食,
2020-03-18 00:09:21,支出,374.80,教育,年度考核表
2020-07-14 02:44:50,收入,148.29,工资,
2020-08-16 23:08:50,支出,516.06,学习,
2020-01-01 15:12:28,支出,623.31,旅行,
2020-07-10 08:11:14,支出,796.88,零食,
2020-12-11 18:21:06,支出,130.52,游戏,
2020-06-23 10:57:06,支出,397.72,快递,
2020-02-26 01:06:39,支出,629.18,打车,
2020-02-10 22:09:56,收入,162.99,兼职,
2020-11-16 17:08:59,支出,599.99,美容,
2020-05-27 13:21:49,支出,703.62,日用品,
2020-12-05 13:46:03,收入,243.01,股票,
2020-10-11 10:09:27,支出,312.17,捐赠,
2020-10-03 07:21:18,收入,458.96,理财,年度收入
2020-07-23 16:25:10,支出,74.82,美容,年度清算表
2020-09-13 07:24:07,支出,400.64,教育,
2020-06-09 02:32:39,收入,464.65,公积金,年度核算表
2020-11-18 17:24:57,收入,42.67,公积金,
2020-03-23 02:56:22,支出,723.40,餐饮,
2020-01-27 06:06:23,支出,520.87,购物,
2020-09-23 11:53:35,收入,186.29,礼金,
2020-07-20 10:11:42,收入,338.59,礼金,
2020-05-04 12:15:07,支出,652.93,住房,
2020-07-02 19:26:53,收入,238.78,社会保障,
2020-09-25 13:01:20,支出,82.94,通讯,
2020-04-02 14:33:21,支出,761.73,汽车,
2020-01-22 12:15:42,支出,398.05,烟酒,
2020-03-28 10:31:36,支出,118.70,居家,购物优惠
2020-03-12 19:41:59,支出,648.45,宠物,
2020-06-26 14:57:52,收入,330.70,礼金,
2020-09-02 23:05:10,收入,467.89,理财,
