Date,Type,Amount,Category,Note
2019-07-22 11:39:59,Income,94.86,Work,
2019-04-14 17:09:40,Expense,423.01,Fruit,
2019-02-27 07:18:03,Expense,361.77,Utilities,
2019-06-23 10:54:22,Income,142.84,Bonus,purchase
2019-12-09 23:50:09,Income,321.90,Reimbursement,
2019-03-28 11:52:38,Income,202.98,Salary,
2019-04-13 02:26:32,Expense,170.00,Express,
2019-04-18 13:44:51,Expense,445.55,Tobacco,
2019-12-10 15:12:46,Expense,316.31,Alcohol,
2019-04-23 14:13:47,Income,95.09,Reimbursement,
2019-11-23 02:13:34,Income,339.44,Interest,
2019-04-19 10:56:08,Expense,308.36,Social,
2019-10-15 19:19:23,Income,435.83,Salary,
2019-08-15 20:27:42,Income,358.00,Work,Shopping
2019-01-19 03:58:53,Expense,645.21,Alcohol,
2019-11-08 08:54:46,Income,391.42,Work,bill
2019-06-08 05:14:08,Expense,21.82,Snacks,
2019-05-05 22:22:18,Expense,277.22,Pets,
2019-10-06 04:39:17,Expense,232.90,Repair,
2019-03-07 00:09:22,Expense,704.12,Repair,
2019-09-16 16:55:05,Income,433.46,Stock,
2019-09-22 12:05:38,Income,42.52,Investment,
2019-08-10 06:19:48,Income,84.83,Gift,
2019-05-17 16:40:43,Income,6525.00,Salary,progress
2019-05-28 11:23:10,Income,417.06,Bonus,
2019-06-17 19:48:44,Expense,172.58,Social,
2019-09-22 19:27:44,Income,143.26,Part-time,
2019-06-01 06:49:43,Income,316.00,Stock,
2019-01-10 14:51:15,Income,365.32,Investment,
2019-12-16 16:50:44,Expense,443.74,Benefit,income
2019-12-09 11:21:20,Income,90.00,Gift,
2019-12-26 19:48:46,Income,113.66,Work,
2019-02-18 12:37:04,Expense,524.47,Delivery,
2019-05-13 21:53:41,Income,457.19,Salary,
2019-04-10 02:26:22,Income,84.68,Part-time,
2019-07-26 18:01:31,Expense,587.65,Subway,
2019-12-15 11:21:59,Expense,252.05,Beverage,
2019-06-24 00:14:25,Expense,533.59,Packet,
2019-01-23 10:25:13,Expense,185.16,Tax,
2019-05-22 07:42:42,Expense,524.82,Travel,
2019-01-20 23:54:05,Income,373.03,Part-time,
2019-06-03 04:12:00,Income,470.71,Interest,
2019-07-12 12:48:21,Expense,403.19,Fruit,
2019-11-21 09:42:51,Expense,267.44,Tax,
2019-12-22 13:45:51,Expense,42.12,Delivery,
2019-04-06 23:25:24,Income,282.18,Stock,sheet
2019-11-12 18:18:45,Expense,128.59,&,
2019-01-17 09:03:36,Income,378.48,Part-time,
2019-04-20 15:48:16,Income,317.65,Stock,
2019-09-22 16:02:14,Income,494.36,Interest,
2019-11-15 22:01:14,Expense,90.39,Medical,
2019-01-02 14:41:55,Income,68.50,Interest,
2019-08-23 10:26:01,Income,268.50,Work,
2019-04-26 00:41:23,Income,6534.00,Salary,sheet
2019-01-13 10:32:55,Income,432.11,Work,
2019-05-09 22:32:33,Expense,485.10,Game,
2019-06-17 00:12:13,Income,92.73,Interest,
2019-12-05 08:04:06,Expense,364.62,Tobacco,
2019-05-28 21:18:48,Expense,732.68,Transport,
2019-12-05 10:24:34,Expense,336.64,Car,
2019-11-06 16:38:23,Expense,6.88,Digital,
2019-02-03 09:17:40,Expense,334.30,Repair,
2020-01-13 19:48:50,Income,7008.00,Salary,
2020-02-28 16:49:47,Income,317.57,Reimbursement,
2020-09-28 08:42:19,Expense,664.48,Tax,
2020-06-21 18:48:03,Expense,248.08,Entertainment,
2020-09-20 10:20:11,Income,273.12,Salary,
2020-08-23 01:25:59,Income,422.15,Bonus,
2020-10-02 19:17:55,Expense,773.26,Red,
2020-09-12 02:52:46,Income,491.17,Investment,
2020-09-15 15:36:49,Income,436.75,Part-time,
2020-05-08 08:05:01,Income,218.98,Interest,
2020-05-14 22:32:31,Income,89.54,Salary,
2020-04-20 07:45:48,Income,322.57,Interest,
2020-09-07 20:50:41,Expense,49.50,Utilities,sheet
2020-10-15 17:04:59,Income,414.86,Part-time,sheet
2020-06-22 09:07:51,Expense,354.68,Digital,Annual
2020-08-26 05:30:30,Income,331.89,Stock,
2020-09-20 03:05:10,Income,435.14,Work,
2020-05-04 07:46:19,Income,462.65,Stock,
2020-05-04 18:04:02,Expense,353.31,Beverage,
2020-01-09 18:42:31,Income,344.82,Investment,
2020-08-13 23:48:39,Income,485.99,Stock,
2020-03-19 16:49:29,Income,104.92,Stock,
2020-07-13 04:43:40,Expense,567.81,Beauty,
2020-08-17 13:08:37,Income,59.16,Part-time,
2020-08-17 08:29:54,Expense,156.64,Fund,
2020-12-09 16:14:30,Income,355.33,Gift,
2020-08-23 09:35:48,Expense,774.13,Donation,
2020-04-22 01:55:29,Expense,129.23,Taxi,
2020-03-25 13:29:18,Income,318.28,Reimbursement,plan
2020-11-09 02:11:42,Expense,691.75,Parking,
2020-06-25 12:33:48,Expense,417.28,Sale,
2020-10-26 05:00:32,Expense,514.65,Entertainment,
2020-03-13 08:31:54,Income,79.69,Gift,
2020-07-18 17:53:31,Expense,514.79,Alcohol,
2020-01-13 19:26:29,Income,398.08,Bonus,
2020-12-16 16:22:36,Income,490.41,Interest,
2020-09-06 20:12:14,Income,117.00,Salary,
2020-04-17 12:25:08,Expense,670.16,Medical,
2020-09-16 03:16:00,Income,162.57,Gift,
2020-05-15 11:14:57,Income,103.41,Part-time,
2020-05-06 07:19:45,Income,67.29,Work,
2020-08-27 11:10:04,Expense,642.59,Refund,
2020-03-17 14:35:24,Expense,735.07,Sports,
2020-04-19 11:50:57,Expense,180.46,Baby,
2020-04-14 19:56:02,Expense,238.53,Second-hand,
2020-07-27 03:43:05,Income,106.62,Gift,reconciliation
2020-11-14 23:36:20,Income,460.16,Gift,
2020-07-16 15:20:36,Expense,108.75,Clothing,gift
2020-09-12 04:33:32,Expense,40.86,Social,
2020-05-23 07:37:53,Income,237.41,Work,
2020-04-16 01:11:07,Expense,152.99,Tobacco,
2020-06-22 01:53:28,Expense,30.15,Home,
2020-07-27 18:02:09,Expense,339.72,Medical,sheet
2020-06-22 17:54:41,Income,189.96,Stock,
2020-03-02 10:22:04,Expense,526.09,Entertainment,
2020-04-20 00:35:54,Expense,314.23,Lover,
2020-10-09 23:57:02,Expense,68.91,Book,
2020-05-07 00:15:49,Income,259.64,Part-time,
2020-06-10 19:54:53,Expense,455.44,Baby,
2020-07-09 17:44:55,Expense,741.73,Decoration,
2020-07-24 15:18:35,Expense,99.11,Dining,
2020-09-24 07:53:33,Income,386.23,Interest,
2020-02-03 21:28:10,Income,256.95,Salary,
2020-01-25 16:27:41,Expense,264.91,Social,
2020-07-04 11:35:12,Income,421.71,Stock,
2020-11-06 23:25:59,Expense,192.52,Refund,
2020-09-17 02:52:51,Expense,774.51,Daily,
2020-12-11 14:00:36,Expense,623.72,Subway,Parking
2020-01-22 11:34:46,Income,82.37,Stock,Dinner
2020-06-05 04:04:41,Income,95.46,Salary,
2020-12-20 09:57:25,Income,313.93,Work,
2020-10-18 08:02:20,Income,331.20,Part-time,
2020-07-04 03:11:45,Income,448.45,Stock,
2020-11-08 18:04:16,Expense,280.11,Digital,
2020-10-13 04:32:16,Income,372.38,Reimbursement,
2020-11-21 21:40:14,Expense,503.33,Provident,
2020-01-21 01:29:51,Income,12.31,Part-time,
2020-04-13 00:00:01,Expense,619.14,Tobacco,
2020-07-23 16:34:46,Income,239.40,Reimbursement,
2020-06-23 08:30:56,Income,180.14,Bonus,Tax
2020-01-12 22:40:51,Expense,687.75,Red,goal
2020-04-21 06:34:37,Income,179.58,Work,
2020-03-27 12:25:36,Income,18.09,Salary,
2020-03-21 06:20:37,Expense,382.17,Refund,
2020-11-21 04:08:42,Expense,295.28,Refund,
2020-03-17 08:47:40,Expense,108.12,Communication,
2020-12-21 12:18:03,Income,258.87,Reimbursement,
2020-01-14 11:26:32,Income,127.13,Salary,
2020-12-06 20:52:52,Expense,720.62,Tax,
2020-05-21 16:17:55,Expense,265.38,Goods,
2020-09-16 04:30:54,Expense,138.08,Taxi,
2020-04-27 11:50:56,Expense,102.16,Book,
2020-08-24 08:21:25,Expense,737.45,Security,
2020-07-05 01:21:09,Income,413.29,Part-time,Clothing
2020-06-11 04:09:22,Income,205.92,Work,
2020-10-09 23:19:22,Expense,445.27,Packet,
2020-06-09 01:54:07,Income,145.50,Reimbursement,
2020-06-18 09:13:43,Income,257.23,Interest,
2020-06-25 03:53:32,Expense,65.88,Provident,
2020-08-19 12:15:56,Income,463.36,Reimbursement,
2020-02-24 08:14:02,Expense,688.22,Lottery,Salary
2020-05-23 08:39:12,Income,268.45,Investment,
2020-03-02 16:41:25,Expense,446.05,Book,
2020-05-20 03:33:33,Expense,39.51,Tobacco,
2020-09-23 08:00:46,Income,437.13,Work,
2020-02-09 04:33:36,Income,415.70,Interest,
2020-08-25 00:25:45,Income,95.61,Part-time,
2020-06-04 21:52:39,Income,73.14,Reimbursement,
2020-09-25 14:24:57,Income,36.12,Gift,
2020-04-20 07:20:23,Income,329.00,Bonus,
2020-07-04 04:41:38,Income,58.05,Bonus,
2020-05-17 23:06:35,Expense,348.80,Utilities,
2020-05-06 14:37:21,Income,426.52,Part-time,
2020-06-03 06:29:43,Income,164.16,Salary,
2020-07-05 14:37:22,Income,472.75,Reimbursement,Reimbursement
2020-03-17 06:46:41,Income,112.96,Part-time,
2020-04-18 09:13:57,Expense,17.35,Housing,
2020-02-07 21:35:26,Expense,619.37,Housing,
2020-04-25 10:18:40,Income,93.69,Interest,
2020-01-12 21:30:33,Expense,188.56,Refund,
2020-07-27 07:30:14,Income,6966.00,Salary,
2020-04-05 05:47:56,Income,340.60,Salary,
2020-06-17 09:19:04,Expense,621.30,Social,
2020-01-15 03:55:25,Expense,157.42,Tax,
2020-02-23 15:29:11,Expense,197.61,&,
2020-05-01 13:22:55,Income,390.52,Gift,
2020-10-25 02:50:06,Income,41.70,Salary,
2020-09-04 00:16:02,Income,46.56,Interest,
2020-07-28 14:23:07,Income,419.57,Stock,
2020-12-05 03:49:39,Expense,197.63,Dining,
2020-01-04 14:13:42,Expense,267.09,Refund,
2020-06-16 15:11:36,Income,206.46,Reimbursement,
2020-10-25 22:59:31,Income,279.44,Salary,
2020-06-15 10:12:50,Income,493.47,Gift,
2020-04-03 22:47:07,Expense,284.66,Social,
2020-10-20 01:30:12,Expense,213.75,Beverage,
2020-01-26 02:18:56,Income,337.81,Bonus,
2020-12-15 18:27:29,Expense,187.33,Daily,
2020-08-28 10:30:49,Income,385.50,Interest,
2020-01-19 00:08:58,Expense,478.94,Digital,expense
2020-05-11 21:49:26,Income,257.89,Gift,
2020-04-02 07:11:16,Income,359.74,Interest,
2020-05-03 08:08:45,Income,253.38,Bonus,
2020-06-15 15:45:20,Expense,340.78,Utilities,
2020-03-13 14:50:00,Expense,170.68,Social,
2020-12-26 01:37:04,Expense,767.87,Express,expense
2020-03-06 10:59:04,Expense,357.20,Decoration,
2020-06-11 03:04:16,Income,190.72,Stock,
2020-06-25 16:54:40,Expense,167.96,Care,
2020-08-17 04:23:48,Expense,357.09,Security,
2020-02-27 17:20:23,Income,6901.00,Salary,
2020-01-02 14:39:31,Income,37.82,Part-time,
2020-02-18 19:40:51,Income,13.71,Investment,
2020-01-28 19:48:34,Income,101.91,Interest,
2020-11-27 22:04:35,Income,156.60,Reimbursement,
2020-12-21 04:24:40,Income,197.18,Investment,
2020-10-10 14:58:57,Income,264.32,Stock,
2020-01-19 02:54:50,Expense,366.69,Game,
2020-06-09 16:37:22,Expense,704.46,Alcohol,
2020-12-06 16:44:18,Expense,444.08,Pets,
2020-05-20 18:02:22,Expense,10.23,Red,assessment
2020-08-12 00:29:57,Income,171.04,Work,
2020-07-21 21:38:00,Expense,444.14,Book,
2020-08-18 12:28:35,Income,356.82,Stock,
2020-11-07 10:14:30,Income,239.06,Bonus,
2020-05-27 03:42:21,Expense,251.60,Game,
2020-08-21 21:47:19,Expense,455.35,Communication,
2020-01-14 13:10:15,Income,481.04,Salary,
2020-07-23 19:50:30,Expense,85.33,Housing,
2020-10-06 13:13:12,Income,361.67,Bonus,
2020-02-06 00:30:41,Expense,51.95,Care,
2020-06-28 19:02:59,Expense,325.87,Clothing,
2020-04-21 08:35:29,Income,220.17,Salary,
2020-02-18 22:12:10,Income,42.87,Interest,
2020-06-05 14:40:37,Income,343.72,Stock,
2020-05-13 12:13:25,Income,169.59,Salary,
2020-12-13 11:05:05,Expense,740.02,Family,
2020-04-18 14:54:39,Expense,325.71,Security,
2020-11-25 09:44:03,Expense,776.90,Daily,
2020-09-27 14:10:28,Expense,723.12,Subway,
2020-12-21 19:18:35,Income,6948.00,Salary,
2020-04-05 00:00:08,Income,217.13,Investment,
2020-02-12 12:14:19,Income,53.13,Investment,
2020-09-04 13:57:23,Expense,722.59,Property,
2020-06-07 11:01:45,Expense,420.12,Sale,
2020-03-20 09:17:58,Expense,505.55,Communication,Pet
2020-05-04 19:23:49,Expense,260.83,Snacks,
2020-10-19 13:09:26,Income,211.85,Work,
2020-05-12 15:38:17,Income,143.27,Salary,Clothing
2020-10-14 22:17:32,Expense,506.03,Game,
2020-11-17 09:05:16,Expense,689.91,Beauty,
2020-10-09 05:44:56,Expense,415.79,Second-hand,
2020-10-10 03:13:48,Income,241.03,Interest,
2020-02-28 02:11:34,Income,312.97,Part-time,
2020-08-15 22:36:29,Income,358.61,Part-time,Clothing
2020-12-06 12:51:41,Expense,39.75,Beauty,
2020-11-17 01:00:46,Income,53.91,Bonus,accounting
2020-05-20 21:23:28,Income,267.01,Work,
2020-05-17 14:59:27,Income,155.72,Salary,
2020-04-24 09:08:20,Income,431.03,Gift,
2020-03-05 13:48:35,Income,50.56,Reimbursement,
2020-02-17 18:47:28,Expense,512.40,Medical,
2020-03-02 21:52:03,Income,48.37,Gift,gift
2020-10-18 03:04:49,Income,268.59,Salary,
2020-03-15 12:21:38,Expense,210.48,Utilities,
2020-11-24 05:02:13,Income,309.28,Interest,
2020-03-18 14:26:56,Expense,780.63,Travel,
2020-06-05 04:43:47,Income,86.04,Stock,
2020-03-26 00:17:57,Income,348.92,Interest,Annual
2020-09-18 07:26:01,Expense,132.48,Fund,
2020-03-13 15:16:47,Expense,101.55,Express,
2020-10-23 21:27:41,Income,93.05,Work,report
2020-06-01 07:00:55,Income,62.15,Salary,
2020-11-11 00:10:28,Expense,116.08,Alcohol,
2020-03-09 21:14:11,Income,313.13,Bonus,
2020-09-26 16:12:04,Income,129.11,Salary,
2020-09-26 08:53:39,Income,333.23,Salary,
2020-10-07 00:17:48,Expense,336.70,Book,
2020-10-10 02:04:05,Expense,643.60,Travel,
2020-11-08 20:24:27,Income,239.51,Stock,
2020-02-06 07:50:18,Income,185.14,Interest,
2020-02-18 03:07:56,Expense,690.31,&,
2020-05-16 13:56:20,Expense,751.98,Lottery,
2020-04-15 02:54:00,Expense,91.38,Benefit,
2020-07-03 23:58:02,Expense,118.65,Refund,
2020-06-27 06:00:12,Income,381.41,Reimbursement,
2020-03-04 16:51:39,Income,487.48,Investment,
2020-12-09 10:34:41,Expense,349.25,Second-hand,
2020-05-22 00:05:50,Expense,648.02,Housing,
2020-07-18 13:14:24,Expense,76.41,Beauty,
2020-07-21 20:31:54,Income,34.60,Salary,
2020-11-14 22:58:14,Income,433.57,Stock,
2020-09-06 15:46:00,Income,441.22,Gift,
2020-12-28 03:59:51,Expense,728.48,Home,
2020-09-12 15:56:52,Income,313.43,Work,
2020-12-13 07:30:55,Expense,741.22,Property,
2020-10-07 01:52:33,Income,312.05,Work,
2020-01-13 07:14:43,Expense,82.73,Book,
2020-11-02 16:06:27,Expense,765.93,Delivery,
2020-06-09 14:20:35,Income,94.58,Reimbursement,
2020-10-07 06:16:24,Expense,521.52,Shopping,
2020-04-08 00:49:18,Income,473.41,Reimbursement,
2020-04-24 23:10:45,Expense,124.49,Tobacco,
2020-03-28 05:30:12,Income,230.84,Salary,sheet
2020-09-18 10:42:21,Expense,143.15,Tobacco,
2020-09-05 07:36:15,Expense,276.46,Housing,
2020-03-17 14:18:19,Expense,690.80,Red,
2020-10-23 07:08:03,Income,384.97,Bonus,care
2020-08-25 02:42:14,Expense,777.36,Entertainment,sheet
2020-01-13 23:29:19,Income,176.97,Bonus,
2020-03-04 10:12:44,Income,52.19,Salary,
2020-02-22 10:24:19,Expense,57.81,Tobacco,
2020-09-18 20:44:32,Income,214.71,Gift,
2020-08-20 06:06:43,Income,107.62,Reimbursement,
2020-05-06 03:09:52,Expense,209.23,Entertainment,
2020-09-16 09:22:47,Income,55.68,Reimbursement,
2020-01-09 15:14:02,Expense,566.68,Daily,Car
2020-10-09 17:41:16,Income,143.55,Reimbursement,
2020-03-10 13:50:51,Income,376.17,Reimbursement,
2020-10-23 10:43:20,Income,46.51,Interest,
2020-08-10 11:46:27,Expense,486.54,Travel,
2020-10-17 23:25:56,Expense,191.82,Subway,
2020-01-17 00:35:09,Expense,300.21,Social,
2020-03-12 05:31:46,Income,265.81,Investment,Donation
2020-11-09 12:51:34,Income,100.09,Bonus,
2020-09-09 14:32:04,Income,71.99,Salary,
2020-03-22 19:38:15,Expense,761.95,Transport,
2020-10-02 17:27:02,Income,415.01,Part-time,
2020-08-27 07:35:02,Expense,423.96,Alcohol,
2020-02-17 15:35:06,Expense,150.54,Decoration,
2020-02-26 18:23:56,Income,6979.00,Salary,audit
2020-05-21 12:14:35,Expense,129.12,Goods,
2020-01-22 03:51:55,Expense,723.06,Learning,
2020-02-24 05:12:43,Expense,528.25,Social,
2020-12-01 17:23:53,Expense,248.80,Entertainment,
2020-10-26 10:52:00,Expense,38.19,Provident,
2020-09-22 09:58:12,Expense,282.86,Home,
2020-12-10 09:51:15,Income,99.80,Salary,
2020-07-13 03:38:52,Expense,484.72,Packet,
2020-05-05 09:21:15,Expense,358.32,Tax,
2020-07-13 01:33:08,Expense,248.96,Game,
2020-01-02 11:27:39,Income,228.43,Salary,
2020-02-27 20:51:52,Income,431.72,Bonus,
2020-05-02 09:52:05,Income,340.60,Interest,
2020-06-09 05:21:45,Expense,51.42,Digital,
2020-01-09 10:58:50,Expense,764.58,Goods,
2020-10-25 21:24:48,Income,395.16,Part-time,
2020-01-04 17:28:49,Income,479.11,Stock,
2020-05-18 12:20:08,Expense,593.19,Tax,
2020-04-19 20:58:13,Expense,39.96,Family,
2020-10-08 01:41:10,Expense,536.26,Packet,
2020-01-14 13:41:20,Expense,324.60,Packet,
2020-04-24 01:31:58,Expense,287.92,Decoration,
2020-01-26 10:56:58,Income,404.13,Gift,
2020-10-05 11:17:52,Income,346.80,Reimbursement,
2020-07-19 02:18:38,Income,104.08,Gift,
2020-12-27 08:54:30,Income,392.42,Stock,
2020-08-05 08:43:47,Income,69.91,Part-time,
2020-10-10 21:44:58,Income,231.57,Investment,
2020-01-19 04:01:02,Income,424.41,Salary,
2020-04-13 20:40:45,Expense,460.27,Utilities,
2020-08-13 05:45:14,Income,297.23,Bonus,
2020-06-02 21:07:31,Expense,436.84,Fund,
2020-09-10 02:21:18,Expense,737.09,Beverage,
2020-11-17 08:05:13,Expense,189.79,Travel,
2020-03-04 16:07:51,Income,448.48,Part-time,
2020-09-15 23:22:03,Income,471.03,Stock,
2020-03-12 12:56:07,Income,371.62,Bonus,
2020-02-23 10:27:29,Income,480.95,Bonus,
2020-01-07 05:40:29,Income,319.75,Gift,expense
2020-04-20 23:32:30,Income,436.69,Interest,
2020-10-13 20:35:15,Expense,786.46,Beverage,
2020-10-24 00:38:00,Income,121.70,Work,
2020-05-27 11:36:07,Income,283.55,Part-time,
2020-01-01 16:06:59,Expense,502.37,Lottery,income
2020-05-05 20:28:54,Income,333.09,Bonus,
2020-10-10 08:54:12,Expense,232.07,Housing,
2020-11-04 17:25:49,Expense,189.50,Second-hand,
2020-09-16 16:30:17,Expense,703.19,Beverage,expense
2020-12-19 01:49:13,Income,482.34,Part-time,
2020-03-27 02:37:21,Expense,684.26,Sale,
2020-12-20 01:25:00,Expense,270.16,Care,
2020-11-24 18:07:53,Income,322.33,Investment,
2020-06-19 15:04:29,Income,304.34,Part-time,
2020-08-09 20:55:07,Expense,45.97,Alcohol,
2020-01-04 05:18:33,Expense,153.33,Benefit,
2020-07-17 07:44:03,Expense,306.17,&,
2020-03-03 00:01:50,Income,42.09,Stock,
2020-11-20 23:16:42,Expense,221.73,Second-hand,
2020-12-14 18:16:47,Expense,308.60,Sports,
2020-10-15 19:30:14,Expense,703.51,Housing,
2020-08-15 03:09:39,Income,89.60,Stock,
2020-12-28 20:00:23,Income,287.13,Interest,Transport
2020-03-06 05:24:12,Expense,663.39,Snacks,
2020-02-15 16:06:52,Expense,248.10,Sale,
2020-04-09 09:07:35,Income,213.02,Work,checkup
2020-06-04 12:20:18,Expense,642.17,Repair,Annual
2020-12-16 09:36:35,Expense,563.40,Clothing,
2020-07-05 14:15:02,Expense,773.33,Donation,
2020-07-08 22:42:16,Income,12.82,Gift,
2020-08-28 22:09:41,Expense,629.68,Dining,
2020-04-06 16:04:46,Income,326.66,Work,
2020-06-27 11:17:57,Expense,648.34,Medical,
2020-11-04 11:59:25,Expense,257.06,Social,
2020-11-08 20:42:23,Income,108.73,Stock,
2020-02-27 08:57:05,Expense,187.97,Medical,
2020-09-19 10:41:17,Income,84.80,Bonus,
2020-12-10 10:06:33,Expense,514.32,Fund,
2020-02-01 10:05:31,Income,84.07,Bonus,
2020-02-19 09:39:14,Expense,148.51,Beverage,
2020-08-08 11:10:42,Expense,629.98,Tobacco,
2020-12-24 09:17:05,Expense,261.52,Sale,
2020-03-13 19:58:03,Expense,349.24,Home,
2020-08-15 06:46:19,Expense,296.18,Communication,
2020-09-06 08:39:12,Income,292.03,Part-time,
2020-05-04 05:41:36,Expense,367.85,Clothing,
2020-09-17 12:31:23,Expense,657.33,Snacks,
2020-05-11 05:48:37,Expense,67.67,Tobacco,
2020-08-24 17:58:10,Income,246.17,Stock,
2020-11-27 17:44:46,Income,412.73,Gift,
2020-02-13 17:20:09,Income,6909.00,Salary,
2020-07-23 00:35:32,Income,130.87,Bonus,
2020-03-23 06:17:53,Income,289.98,Salary,
2020-12-28 16:38:11,Expense,136.15,Red,
2020-02-11 19:43:32,Expense,751.09,Tax,
2020-01-22 15:15:06,Expense,724.73,Pets,
2020-05-23 00:27:06,Expense,723.46,&,
2020-04-12 09:19:05,Expense,252.27,Refund,
2020-08-11 02:16:45,Income,451.91,Reimbursement,
2020-06-02 03:00:20,Income,61.84,Investment,
2020-02-09 09:12:34,Expense,173.99,Beverage,Lottery
2020-04-15 21:25:41,Expense,296.65,Shopping,
2020-04-25 04:57:24,Expense,151.93,Packet,
2020-09-13 17:34:05,Income,443.41,Work,
2020-10-27 23:11:25,Income,353.37,Gift,
2020-09-04 00:03:33,Income,431.45,Work,
2020-04-22 11:57:16,Expense,47.81,Tax,
2020-09-27 03:13:56,Expense,451.35,Care,
2020-08-22 20:03:16,Income,109.26,Reimbursement,fee
2020-03-27 06:53:04,Expense,30.49,Provident,
2020-01-22 18:17:37,Expense,784.64,Delivery,
2020-05-19 09:07:45,Expense,305.50,Donation,
2020-02-08 20:43:27,Income,71.34,Investment,
2020-05-11 02:20:34,Expense,357.13,Transport,
2020-02-12 13:33:23,Income,211.15,Interest,
2020-11-06 11:57:19,Income,408.70,Stock,
2020-05-13 16:53:05,Expense,654.35,Game,
2020-02-22 05:21:13,Expense,98.50,Security,
2020-01-10 16:54:56,Expense,506.17,Tobacco,
2020-12-21 19:43:28,Income,466.07,Salary,
2020-01-08 18:29:19,Expense,302.80,Baby,
2020-10-10 00:38:50,Income,191.21,Investment,
2020-12-13 09:52:21,Expense,232.70,Benefit,
2020-05-05 10:42:44,Income,160.44,Salary,
2020-04-03 11:54:44,Expense,241.43,Fund,
2020-05-12 17:04:03,Expense,562.30,Learning,
2020-04-09 03:32:39,Expense,235.00,Housing,
2020-08-05 16:38:54,Income,153.26,Bonus,
2020-10-22 14:41:26,Expense,82.01,Repair,
2020-10-10 22:01:50,Expense,519.66,Alcohol,
2020-09-18 18:26:24,Expense,490.73,Lottery,
2020-01-27 15:06:21,Income,22.66,Part-time,
2020-02-13 20:28:48,Income,264.73,Gift,
2020-09-07 08:25:38,Income,446.90,Reimbursement,
2020-08-28 07:05:22,Expense,196.20,Sale,
2020-06-05 11:39:32,Income,384.39,Work,
2020-11-27 08:03:33,Income,165.24,Salary,
2020-07-02 03:27:47,Income,339.19,Gift,
2020-03-27 12:22:14,Income,184.16,Stock,
2020-08-19 07:10:32,Income,262.46,Investment,
2020-02-07 14:45:42,Expense,599.71,Digital,
2020-12-26 01:39:58,Expense,722.40,Tax,
2020-02-17 01:45:04,Expense,313.73,Red,sheet
2020-04-27 23:03:53,Income,381.90,Investment,
2020-02-21 16:51:10,Income,225.05,Part-time,
2020-07-23 01:25:10,Expense,323.62,Tobacco,
2020-04-25 02:25:20,Income,283.75,Bonus,
2020-09-26 08:20:52,Expense,585.81,Social,
2020-09-26 08:10:00,Income,229.63,Gift,
2020-03-06 07:19:13,Expense,69.31,Entertainment,
2020-12-01 15:06:31,Income,7080.00,Salary,
2020-10-05 22:07:13,Income,46.00,Work,
2020-11-20 05:41:45,Expense,258.88,Beauty,
2020-10-21 15:16:06,Expense,42.96,Shopping,
2020-05-13 08:31:22,Expense,657.83,Shopping,
2020-04-24 01:53:10,Income,87.45,Interest,
2020-05-24 16:00:51,Expense,664.51,Refund,sheet
2020-12-04 19:20:28,Expense,532.64,Refund,
2020-05-10 08:39:16,Income,386.32,Part-time,
2020-04-16 18:37:47,Income,251.64,Salary,
2020-09-15 13:30:24,Expense,254.63,Donation,
2020-12-19 23:17:10,Expense,579.06,Digital,
2020-05-07 01:07:52,Expense,96.46,Lover,
2020-06-18 13:02:59,Income,357.18,Investment,
2020-09-09 03:13:08,Income,40.68,Interest,
2020-02-12 04:57:06,Expense,732.93,Tax,
2020-02-20 22:23:30,Expense,379.61,Car,
2020-12-15 22:14:16,Expense,290.82,Security,
2020-05-26 06:02:50,Income,225.79,Gift,
2020-03-11 11:17:46,Income,159.69,Interest,
2020-05-20 14:43:59,Income,86.30,Gift,sheet
2020-12-12 18:57:48,Expense,778.29,Social,
2020-01-17 18:56:21,Income,420.09,Work,
2020-02-09 13:31:07,Income,175.22,Investment,red
2020-09-21 19:58:34,Expense,302.70,Baby,
2020-11-15 18:29:47,Expense,377.19,Parking,
2020-04-16 21:55:48,Expense,589.90,Home,
2020-04-14 23:12:13,Income,176.55,Salary,
2020-04-13 19:12:06,Expense,55.80,Beverage,
2020-05-02 19:06:07,Income,156.71,Investment,
2020-01-22 00:53:25,Expense,289.73,Decoration,
2020-10-03 05:19:07,Income,230.86,Stock,
2020-03-13 09:23:36,Expense,578.81,Entertainment,
2020-04-10 10:05:31,Expense,426.19,Social,
2020-03-01 09:05:21,Income,389.52,Investment,
2020-04-18 03:35:35,Income,403.99,Gift,
2020-04-06 13:46:08,Expense,132.46,Refund,
2020-11-09 18:07:12,Income,94.97,Stock,
2020-08-26 15:07:37,Income,207.99,Stock,
2020-10-11 00:37:22,Income,468.16,Investment,
2020-06-10 01:37:20,Income,216.67,Part-time,
2020-05-06 08:58:41,Expense,790.55,Family,
2020-01-09 01:26:15,Expense,524.84,Learning,
2020-04-08 19:47:22,Expense,501.30,Home,
2020-03-09 16:06:25,Expense,327.82,Transport,
2020-11-13 15:22:16,Expense,86.63,Communication,
2020-05-14 14:18:49,Income,91.85,Bonus,
2020-08-26 18:57:56,Income,380.01,Investment,Beauty
2020-02-18 07:16:07,Income,31.43,Stock,payment
2020-03-14 00:11:56,Expense,138.06,Sale,bill
2020-09-12 12:18:54,Expense,655.68,Goods,
2020-01-18 19:45:53,Income,395.78,Work,
2020-08-18 08:02:58,Income,351.07,Interest,
2020-04-04 08:21:45,Income,73.56,Interest,
